"ASIN","BRAND","CUSTOMERREVIEWNUMBER","CUSTOMERREVIEWSTARS","ERRORMESSAGE","IMAGEBYTE","LINK","PAGE","PRICE","TITLE"
"B0935JRJ59","Apple","23,860","4.7","","-1","https://www.amazon.de//-/en/Apple-AirTag-pack-of-4/dp/B0935JRJ59/ref=zg_bs_ce-de_1/258-7963592-1062729?pd_rd_i=B093CKRLSM&psc=1","1","€36.89-€119.00","Apple AirTag, pack of 4"
